1,2025-09-21,Pelota,170,480
1,2025-09-21,Pelota,175,476
1,2025-09-21,Pelota,180,472
1,2025-09-21,Pelota,185,469
1,2025-09-21,Pelota,185,466
1,2025-09-21,Bot,185,466
1,2025-09-21,Bot,185,464
1,2025-09-21,Bot,185,462
1,2025-09-21,Bot,185,461
1,2025-09-21,Bot,185,460
1,2025-09-21,Bot,185,460
1,2025-09-21,Bot,185,460
1,2025-09-21,Bot,185,461
1,2025-09-21,Bot,185,462
1,2025-09-21,Pelota,275,460
1,2025-09-21,Pelota,280,460
1,2025-09-21,Pelota,285,461
1,2025-09-21,Pelota,290,462
1,2025-09-21,Pelota,295,464
1,2025-09-21,Bot,295,466
1,2025-09-21,Bot,120,469
1,2025-09-21,Bot,120,466
1,2025-09-21,Bot,120,464
1,2025-09-21,Bot,120,462
1,2025-09-21,Bot,120,461
1,2025-09-21,Bot,120,460
1,2025-09-21,Bot,120,460
1,2025-09-21,Bot,120,460
1,2025-09-21,Pelota,330,532
1,2025-09-21,Pelota,335,541
1,2025-09-21,Pelota,340,550
1,2025-09-21,Pelota,345,541
1,2025-09-21,Pelota,350,532
1,2025-09-21,Bot,350,524
1,2025-09-21,Bot,350,516
1,2025-09-21,Pelota,355,509
1,2025-09-21,Bot,355,502
1,2025-09-21,Bot,355,496
1,2025-09-21,Bot,355,490
1,2025-09-21,Bot,355,485
1,2025-09-21,Bot,355,480
1,2025-09-21,Bot,355,476
1,2025-09-21,Bot,355,472
1,2025-09-21,Bot,355,469
1,2025-09-21,Bot,355,466
1,2025-09-21,Bot,355,464
1,2025-09-21,Bot,355,462
1,2025-09-21,Bot,355,461
1,2025-09-21,Bot,355,460
1,2025-09-21,Bot,350,460
1,2025-09-22,Pelota,195,462
1,2025-09-22,Bot,175,464
1,2025-09-22,Bot,170,466
1,2025-09-22,Bot,165,469
1,2025-09-22,Pelota,235,469
1,2025-09-22,Pelota,235,466
1,2025-09-22,Pelota,235,464
1,2025-09-22,Pelota,230,462
1,2025-09-22,Gol,65,502
1,2025-09-22,ArcoIzquierdo,65,502
1,2025-09-22,Gol,60,496
1,2025-09-22,ArcoIzquierdo,60,496
1,2025-09-22,Gol,55,490
1,2025-09-22,ArcoIzquierdo,55,490
1,2025-09-22,Gol,50,485
1,2025-09-22,ArcoIzquierdo,50,485
1,2025-09-22,Gol,50,480
1,2025-09-22,Bot,50,480
1,2025-09-22,ArcoIzquierdo,50,480
1,2025-09-22,Gol,50,476
1,2025-09-22,Bot,50,476
1,2025-09-22,ArcoIzquierdo,50,476
1,2025-09-22,Gol,50,472
1,2025-09-22,Bot,50,472
1,2025-09-22,ArcoIzquierdo,50,472
1,2025-09-22,Gol,50,469
1,2025-09-22,Bot,50,469
1,2025-09-22,ArcoIzquierdo,50,469
1,2025-09-22,Gol,50,466
1,2025-09-22,Bot,50,466
1,2025-09-22,ArcoIzquierdo,50,466
1,2025-09-22,Gol,50,464
1,2025-09-22,Bot,50,464
1,2025-09-22,ArcoIzquierdo,50,464
1,2025-09-22,Gol,50,462
1,2025-09-22,Bot,50,462
1,2025-09-22,ArcoIzquierdo,50,462
1,2025-09-22,Bot,150,550
1,2025-09-22,Pelota,275,480
1,2025-09-22,Pelota,280,476
1,2025-09-22,Pelota,285,472
1,2025-09-22,Pelota,290,469
1,2025-09-22,Pelota,290,466
1,2025-09-22,Bot,290,464
1,2025-09-22,Bot,285,462
1,2025-09-22,Bot,205,550
1,2025-09-22,Bot,205,550
1,2025-09-22,Bot,205,550
1,2025-09-22,Bot,205,550
1,2025-09-22,Bot,205,541
1,2025-09-22,Bot,205,532
1,2025-09-22,Bot,205,524
1,2025-09-22,Bot,200,516
1,2025-09-22,Bot,195,509
1,2025-09-22,Bot,190,502
1,2025-09-22,Bot,185,496
1,2025-09-22,Bot,180,490
1,2025-09-22,Pelota,175,485
1,2025-09-22,Bot,175,485
1,2025-09-22,Pelota,170,480
1,2025-09-22,Bot,170,480
1,2025-09-22,Bot,165,476
1,2025-09-22,Bot,160,472
1,2025-09-22,Bot,155,469
1,2025-09-22,Bot,150,466
1,2025-09-22,Bot,145,464
1,2025-09-22,Bot,140,462
1,2025-09-22,Bot,135,461
1,2025-09-22,Bot,130,460
1,2025-09-22,Bot,125,460
1,2025-09-22,Bot,120,460
1,2025-09-22,Bot,115,461
1,2025-09-22,Bot,110,462
1,2025-09-22,Bot,110,464
1,2025-09-22,Bot,110,466
1,2025-09-22,Bot,110,469
1,2025-09-22,Bot,110,472
1,2025-09-22,Bot,110,476
1,2025-09-22,Bot,110,480
1,2025-09-22,Bot,110,485
1,2025-09-22,Bot,110,490
1,2025-09-22,Bot,110,496
1,2025-09-22,Bot,110,502
1,2025-09-22,Bot,110,509
1,2025-09-22,Bot,120,516
1,2025-09-22,Bot,130,524
1,2025-09-22,Bot,140,532
1,2025-09-22,Bot,150,541
1,2025-09-22,Bot,160,550
1,2025-09-22,Bot,150,550
1,2025-09-22,Pelota,330,550
1,2025-09-22,Pelota,335,541
1,2025-09-22,Pelota,340,532
1,2025-09-22,Pelota,345,524
1,2025-09-22,Pelota,350,516
1,2025-09-22,Bot,350,509
1,2025-09-22,Bot,350,502
1,2025-09-22,Bot,350,496
1,2025-09-22,Bot,350,490
1,2025-09-22,Bot,350,485
1,2025-09-22,Bot,350,480
1,2025-09-22,Bot,350,476
1,2025-09-22,Bot,350,472
1,2025-09-22,Bot,350,469
1,2025-09-22,Bot,350,466
1,2025-09-22,Bot,350,464
1,2025-09-22,Bot,350,462
1,2025-09-22,Bot,345,461
1,2025-09-22,Bot,340,460
1,2025-09-22,Bot,160,464
1,2025-09-22,Bot,160,466
1,2025-09-22,Bot,160,469
1,2025-09-22,Bot,160,472
1,2025-09-22,Bot,160,476
1,2025-09-22,Bot,160,480
1,2025-09-22,Bot,160,485
1,2025-09-22,Bot,160,490
1,2025-09-22,Bot,160,496
1,2025-09-22,Bot,160,502
1,2025-09-22,Bot,160,509
1,2025-09-22,Bot,160,516
1,2025-09-22,Bot,160,524
1,2025-09-22,Bot,160,532
1,2025-09-22,Bot,160,541
1,2025-09-22,Bot,155,550
1,2025-09-22,Bot,150,541
1,2025-09-22,Bot,145,532
1,2025-09-22,Bot,140,524
1,2025-09-22,Bot,135,516
1,2025-09-22,Bot,130,509
1,2025-09-22,Bot,125,502
1,2025-09-22,Bot,120,496
1,2025-09-22,Bot,115,490
1,2025-09-22,Bot,110,485
1,2025-09-22,Bot,105,480
1,2025-09-22,Bot,100,476
1,2025-09-22,Bot,95,472
1,2025-09-22,Bot,90,469
1,2025-09-22,Bot,85,466
1,2025-09-22,Bot,80,464
1,2025-09-22,Bot,75,462
1,2025-09-22,Bot,225,472
1,2025-09-22,Bot,225,469
1,2025-09-22,Pelota,225,466
1,2025-09-22,Bot,225,466
1,2025-09-22,Bot,225,464
1,2025-09-22,Bot,225,462
1,2025-09-22,Bot,225,461
1,2025-09-22,Bot,225,460
1,2025-09-22,Bot,225,460
1,2025-09-22,Bot,225,460
1,2025-09-22,Bot,225,461
1,2025-09-22,Bot,225,462
1,2025-09-22,Bot,220,464
1,2025-09-22,Bot,215,466
1,2025-09-22,Bot,210,469
1,2025-09-22,Bot,205,472
1,2025-09-22,Pelota,295,490
1,2025-09-22,Pelota,300,485
1,2025-09-22,Pelota,305,480
1,2025-09-22,Pelota,310,476
1,2025-09-22,Pelota,315,472
1,2025-09-22,Bot,315,469
1,2025-09-22,Bot,315,466
1,2025-09-22,Bot,315,464
1,2025-09-22,Bot,315,462
1,2025-09-22,Bot,315,461
1,2025-09-22,Bot,315,460
1,2025-09-22,Bot,315,460
1,2025-09-22,Bot,315,460
1,2025-09-22,Bot,315,461
1,2025-09-22,Bot,315,462
1,2025-09-22,Bot,315,464
1,2025-09-22,Bot,315,466
1,2025-09-22,Bot,315,469
1,2025-09-22,Pelota,335,461
1,2025-09-22,Pelota,340,462
1,2025-09-22,Pelota,345,464
1,2025-09-22,Pelota,350,466
1,2025-09-22,Pelota,350,469
1,2025-09-22,Bot,350,469
1,2025-09-22,Pelota,350,472
1,2025-09-22,Bot,350,472
1,2025-09-22,Bot,350,476
1,2025-09-22,Bot,350,480
1,2025-09-22,Bot,350,485
1,2025-09-22,Bot,350,496
1,2025-09-22,Bot,350,502
1,2025-09-22,Bot,350,509
1,2025-09-22,Bot,350,516
1,2025-09-22,Bot,350,524
1,2025-09-22,Bot,350,532
1,2025-09-22,Bot,350,541
1,2025-09-22,Bot,350,550
1,2025-09-22,Bot,350,550
1,2025-09-22,Bot,350,541
1,2025-09-22,Bot,350,532
1,2025-09-22,Bot,350,524
1,2025-09-22,Bot,350,516
1,2025-09-22,Bot,350,509
1,2025-09-22,Bot,350,502
1,2025-09-22,Bot,350,496
1,2025-09-22,Bot,350,490
1,2025-09-22,Bot,350,485
1,2025-09-22,Bot,350,480
1,2025-09-22,Bot,350,476
1,2025-09-22,Bot,350,472
1,2025-09-22,Bot,350,469
1,2025-09-22,Bot,350,466
1,2025-09-22,Bot,360,464
1,2025-09-22,Bot,370,462
1,2025-09-22,Bot,380,461
1,2025-09-22,Bot,390,460
1,2025-09-22,Bot,400,460
1,2025-09-22,Bot,410,460
1,2025-09-22,Bot,420,461
1,2025-09-22,Bot,150,550
1,2025-09-22,Pelota,200,480
1,2025-09-22,Pelota,205,476
1,2025-09-22,Pelota,210,472
1,2025-09-22,Bot,230,461
1,2025-09-22,Bot,230,460
1,2025-09-22,Bot,225,460
1,2025-09-22,Pelota,340,469
1,2025-09-22,Pelota,345,472
